code,org,section,enrollmentCapacity,actualEnrolment,deliveryMode,teachingMethod,enrollmentControls
BCH478H1,BCH,F,10,1,ONLASYNC,LEC,3
BCH479H1,BCH,S,0,0,CLASS,LEC,4
BCH479H1,BCH,S,8,7,ONLSYNC,LEC,4
BIO130H1,CSB,S,218,218,CLASS,LEC,1
BIO130H1,CSB,S,8,4,CLASS,LEC,*
BIO130H1,CSB,S,79,79,CLASS,LEC,1
BIO130H1,CSB,S,321,321,ONLSYNC,LEC,1
BIO130H1,CSB,S,42,3,ONLSYNC,LEC,*
BIO130H1,CSB,S,1106,989,ONLSYNC,LEC,1
BIO130H1,CSB,S,120,120,ONLSYNC,PRA,
BIO130H1,CSB,S,120,120,ONLSYNC,PRA,
BIO130H1,CSB,S,120,120,ONLSYNC,PRA,
BIO130H1,CSB,S,120,120,ONLSYNC,PRA,
BIO130H1,CSB,S,120,120,ONLSYNC,PRA,
BIO130H1,CSB,S,120,120,ONLSYNC,PRA,
BIO130H1,CSB,S,120,98,ONLSYNC,PRA,
BIO130H1,CSB,S,120,84,ONLSYNC,PRA,
BIO130H1,CSB,S,120,119,ONLSYNC,PRA,
BIO130H1,CSB,S,120,116,ONLSYNC,PRA,
BIO130H1,CSB,S,72,69,ONLSYNC,PRA,
BIO130H1,CSB,S,72,43,ONLSYNC,PRA,
BIO130H1,CSB,S,48,48,ONLSYNC,PRA,
BIO130H1,CSB,S,48,37,ONLSYNC,PRA,
BIO130H1,CSB,S,48,48,ONLSYNC,PRA,
BIO130H1,CSB,S,48,38,ONLSYNC,PRA,
BIO130H1,CSB,S,72,37,ONLSYNC,PRA,
BIO130H1,CSB,S,72,32,ONLSYNC,PRA,
CSB196H1,CSB,S,10,6,CLASS,LEC,1
CSB196H1,CSB,S,15,3,ONLSYNC,LEC,1
CSB197H1,CSB,S,11,11,CLASS,LEC,1
CSB197H1,CSB,S,14,14,ONLSYNC,LEC,1
CSB199H1,CSB,F,25,25,ONLSYNC,LEC,1
CSB201H1,CSB,F,96,96,ONLASYNC,LEC,
CSB201H1,CSB,F,24,18,ONLSYNC,TUT,
CSB201H1,CSB,F,24,22,ONLSYNC,TUT,
CSB201H1,CSB,F,24,20,ONLSYNC,TUT,
CSB201H1,CSB,F,24,19,ONLSYNC,TUT,
CSB202H1,CSB,S,8,8,CLASS,LEC,
CSB202H1,CSB,S,32,31,ONLSYNC,LEC,
BIO230H1,CSB,F,1015,992,ONLSYNC,LEC,
BIO230H1,CSB,F,350,350,ONLSYNC,LEC,
BIO230H1,CSB,F,120,120,ONLSYNC,PRA,
BIO230H1,CSB,F,120,91,ONLSYNC,PRA,
BIO230H1,CSB,F,120,47,ONLSYNC,PRA,
BIO230H1,CSB,F,96,96,ONLSYNC,PRA,
BIO230H1,CSB,F,96,96,ONLSYNC,PRA,
BIO230H1,CSB,F,96,96,ONLSYNC,PRA,
BIO230H1,CSB,F,96,96,ONLSYNC,PRA,
BIO230H1,CSB,F,96,96,ONLSYNC,PRA,
BIO230H1,CSB,F,120,120,ONLSYNC,PRA,
BIO230H1,CSB,F,120,120,ONLSYNC,PRA,
BIO230H1,CSB,F,120,116,ONLSYNC,PRA,
BIO230H1,CSB,F,120,96,ONLSYNC,PRA,
BIO230H1,CSB,F,120,120,ONLSYNC,PRA,
BIO260H1,CSB,S,300,271,ONLSYNC,LEC,
BIO260H1,CSB,S,9,9,CLASS,TUT,
BIO260H1,CSB,S,8,8,CLASS,TUT,
BIO260H1,CSB,S,9,9,CLASS,TUT,
BIO260H1,CSB,S,12,12,CLASS,TUT,
BIO260H1,CSB,S,11,11,CLASS,TUT,
BIO260H1,CSB,S,11,9,CLASS,TUT,
BIO260H1,CSB,S,9,9,CLASS,TUT,
BIO260H1,CSB,S,31,31,ONLSYNC,TUT,
BIO260H1,CSB,S,31,31,ONLSYNC,TUT,
BIO260H1,CSB,S,32,32,ONLSYNC,TUT,
BIO260H1,CSB,S,31,31,ONLSYNC,TUT,
BIO260H1,CSB,S,28,28,ONLSYNC,TUT,
BIO260H1,CSB,S,29,27,ONLSYNC,TUT,
BIO260H1,CSB,S,29,19,ONLSYNC,TUT,
BIO270H1,CSB,F,300,222,ONLSYNC,LEC,
BIO270H1,CSB,F,85,85,ONLSYNC,PRA,
BIO270H1,CSB,F,90,36,ONLSYNC,PRA,
BIO270H1,CSB,F,90,66,ONLSYNC,PRA,
BIO270H1,CSB,F,45,29,ONLSYNC,PRA,
BIO271H1,CSB,S,28,26,CLASS,LEC,
BIO271H1,CSB,S,160,143,ONLSYNC,LEC,
BIO271H1,CSB,S,0,0,CLASS,PRA,
BIO271H1,CSB,S,0,0,CLASS,PRA,
BIO271H1,CSB,S,0,0,CLASS,PRA,
BIO271H1,CSB,S,90,64,ONLSYNC,PRA,
BIO271H1,CSB,S,90,57,ONLSYNC,PRA,
BIO271H1,CSB,S,45,45,ONLSYNC,PRA,
CSB325H1,CSB,F,23,21,CLASS,LEC,
CSB325H1,CSB,F,97,64,ONLSYNC,LEC,
CSB325H1,CSB,F,40,39,ONLSYNC,TUT,
CSB325H1,CSB,F,40,26,ONLSYNC,TUT,
CSB325H1,CSB,F,40,14,ONLSYNC,TUT,
CSB327H1,CSB,F,23,21,CLASS,LEC,*
CSB327H1,CSB,F,133,59,ONLSYNC,LEC,*
CSB328H1,CSB,F,23,23,CLASS,LEC,3
CSB328H1,CSB,F,97,74,ONLSYNC,LEC,3
CSB328H1,CSB,F,60,35,ONLSYNC,PRA,
CSB328H1,CSB,F,60,60,ONLSYNC,PRA,
CSB329H1,CSB,S,32,32,CLASS,LEC,*
CSB329H1,CSB,S,176,108,ONLSYNC,LEC,*
CSB330H1,CSB,S,8,8,CLASS,LEC,3
CSB330H1,CSB,S,40,40,ONLSYNC,LEC,3
CSB330H1,CSB,S,0,0,CLASS,PRA,
CSB330H1,CSB,S,48,48,ONLSYNC,PRA,
CSB331H1,CSB,S,22,22,CLASS,LEC,*
CSB331H1,CSB,S,134,78,ONLSYNC,LEC,*
CJH332H1,HMB,S,500,143,ONLASYNC,LEC,3
CSB340H1,CSB,F,12,12,CLASS,LEC,
CSB340H1,CSB,F,68,28,ONLSYNC,LEC,
CSB343H1,CSB,F,24,21,CLASS,LEC,
CSB343H1,CSB,F,132,71,ONLSYNC,LEC,
CSB346H1,CSB,S,300,172,ONLSYNC,LEC,
CSB348H1,CSB,S,12,7,CLASS,LEC,*
CSB348H1,CSB,S,0,0,ONLSYNC,LEC,*
CSB349H1,CSB,F,360,343,ONLSYNC,LEC,
CSB349H1,CSB,F,10,10,CLASS,TUT,
CSB349H1,CSB,F,12,12,CLASS,TUT,
CSB349H1,CSB,F,12,12,CLASS,TUT,
CSB349H1,CSB,F,10,10,CLASS,TUT,
CSB349H1,CSB,F,5,5,CLASS,TUT,
CSB349H1,CSB,F,10,10,CLASS,TUT,
CSB349H1,CSB,F,10,10,CLASS,TUT,
CSB349H1,CSB,F,10,9,CLASS,TUT,
CSB349H1,CSB,F,10,10,CLASS,TUT,
CSB349H1,CSB,F,10,10,CLASS,TUT,
CSB349H1,CSB,F,10,9,CLASS,TUT,
CSB349H1,CSB,F,10,10,CLASS,TUT,
CSB349H1,CSB,F,10,10,CLASS,TUT,
CSB349H1,CSB,F,10,10,CLASS,TUT,
CSB349H1,CSB,F,12,12,CLASS,TUT,
CSB349H1,CSB,F,10,10,CLASS,TUT,
CSB349H1,CSB,F,10,10,ONLSYNC,TUT,
CSB349H1,CSB,F,8,8,ONLSYNC,TUT,
CSB349H1,CSB,F,8,8,ONLSYNC,TUT,
CSB349H1,CSB,F,10,10,ONLSYNC,TUT,
CSB349H1,CSB,F,15,15,ONLSYNC,TUT,
CSB349H1,CSB,F,10,10,ONLSYNC,TUT,
CSB349H1,CSB,F,10,10,ONLSYNC,TUT,
CSB349H1,CSB,F,10,10,ONLSYNC,TUT,
CSB349H1,CSB,F,10,10,ONLSYNC,TUT,
CSB349H1,CSB,F,10,10,ONLSYNC,TUT,
CSB349H1,CSB,F,10,10,ONLSYNC,TUT,
CSB349H1,CSB,F,10,10,ONLSYNC,TUT,
CSB349H1,CSB,F,10,10,ONLSYNC,TUT,
CSB349H1,CSB,F,10,10,ONLSYNC,TUT,
CSB349H1,CSB,F,8,8,ONLSYNC,TUT,
CSB349H1,CSB,F,10,10,ONLSYNC,TUT,
CSB350H1,CSB,S,0,0,CLASS,LEC,*
CSB350H1,CSB,S,24,23,ONLSYNC,LEC,*
CSB350H1,CSB,S,0,0,CLASS,PRA,
CSB350H1,CSB,S,24,23,ONLSYNC,PRA,
CSB351Y1,CSB,Y,28,22,CLASS,LEC,
CSB351Y1,CSB,Y,122,68,ONLSYNC,LEC,
CSB352H1,CSB,S,120,101,ONLASYNC,LEC,*
CSB352H1,CSB,S,0,0,CLASS,PRA,
CSB352H1,CSB,S,0,0,CLASS,PRA,
CSB352H1,CSB,S,80,59,ONLSYNC,PRA,
CSB352H1,CSB,S,40,40,ONLSYNC,PRA,
CSB353H1,CSB,S,28,26,CLASS,LEC,
CSB353H1,CSB,S,122,70,ONLSYNC,LEC,
BCB410H1,CSB,F,12,11,CLASS,LEC,
BCB410H1,CSB,F,13,13,ONLSYNC,LEC,
BCB420H1,CSB,S,13,13,CLASS,LEC,
BCB420H1,CSB,S,37,20,ONLSYNC,LEC,
CSB426H1,CSB,S,11,4,CLASS,LEC,*
CSB426H1,CSB,S,29,11,ONLSYNC,LEC,*
CSB427H1,CSB,S,8,8,CLASS,LEC,4
CSB427H1,CSB,S,16,16,ONLSYNC,LEC,4
CSB428H1,CSB,F,12,12,CLASS,LEC,
CSB428H1,CSB,F,12,12,ONLSYNC,LEC,
CSB429H1,CSB,S,0,0,CLASS,LEC,4
CSB429H1,CSB,S,20,20,ONLSYNC,LEC,4
CSB431H1,CSB,S,0,0,CLASS,LEC,
CSB431H1,CSB,S,24,24,ONLSYNC,LEC,
CSB432H1,CSB,F,10,8,CLASS,LEC,*
CSB432H1,CSB,F,30,2,ONLSYNC,LEC,*
CSB435H1,CSB,F,15,15,CLASS,LEC,*
CSB435H1,CSB,F,3,0,ONLSYNC,LEC,*
CSB435H1,CSB,F,6,6,ONLSYNC,LEC,*
CSB445H1,CSB,S,8,0,CLASS,LEC,
CSB445H1,CSB,S,16,0,ONLSYNC,LEC,
CSB447H1,CSB,S,11,5,CLASS,LEC,*
CSB447H1,CSB,S,29,12,ONLSYNC,LEC,*
CSB452H1,CSB,F,8,8,CLASS,LEC,*
CSB452H1,CSB,F,22,22,ONLSYNC,LEC,*
CSB454H1,CSB,F,8,8,CLASS,LEC,*
CSB454H1,CSB,F,32,32,ONLSYNC,LEC,*
CSB458H1,CSB,F,8,8,CLASS,LEC,*
CSB458H1,CSB,F,16,16,ONLSYNC,LEC,*
CSB459H1,CSB,F,8,8,CLASS,LEC,*
CSB459H1,CSB,F,32,15,ONLSYNC,LEC,*
CSB460H1,CSB,F,36,23,ONLSYNC,LEC,
CSB471H1,CSB,F,6,5,CLASS,LEC,*
CSB471H1,CSB,F,8,8,ONLSYNC,LEC,*
CSB472H1,CSB,S,9,9,CLASS,LEC,*
CSB472H1,CSB,S,31,31,ONLSYNC,LEC,*
CSB473H1,CSB,S,8,4,CLASS,LEC,*
CSB473H1,CSB,S,22,9,ONLSYNC,LEC,*
CSB475H1,CSB,F,8,6,CLASS,LEC,
CSB475H1,CSB,F,16,13,ONLSYNC,LEC,
CSB483H1,CSB,S,0,0,CLASS,LEC,*
CSB483H1,CSB,S,24,24,ONLSYNC,LEC,*
CSB490H1,CSB,F,8,8,CLASS,LEC,
CSB490H1,CSB,F,16,16,ONLSYNC,LEC,
CSB492H1,CSB,S,12,12,CLASS,LEC,
CSB492H1,CSB,S,28,28,ONLSYNC,LEC,
CSB497H1,CSB,F,0,0,CLASS,LEC,
CSB497H1,CSB,F,50,0,ONLSYNC,LEC,
CSB497H1,CSB,S,0,0,CLASS,LEC,
CSB497H1,CSB,S,50,0,ONLSYNC,LEC,
CSB498Y1,CSB,Y,0,0,CLASS,LEC,
CSB498Y1,CSB,Y,50,0,ONLSYNC,LEC,
CSB499Y1,CSB,Y,0,0,CLASS,LEC,
CSB499Y1,CSB,Y,50,0,ONLSYNC,LEC,
CHM135H1,CHM,F,300,300,ONLSYNC,LEC,1
CHM135H1,CHM,F,300,300,ONLSYNC,LEC,1
CHM135H1,CHM,F,300,300,ONLSYNC,LEC,1
CHM135H1,CHM,F,300,300,ONLSYNC,LEC,1
CHM135H1,CHM,F,300,300,ONLSYNC,LEC,1
CHM135H1,CHM,F,30,30,ONLSYNC,PRA,
CHM135H1,CHM,F,30,30,ONLSYNC,PRA,
CHM135H1,CHM,F,30,30,ONLSYNC,PRA,
CHM135H1,CHM,F,30,29,ONLSYNC,PRA,
CHM135H1,CHM,F,30,30,ONLSYNC,PRA,
CHM135H1,CHM,F,30,30,ONLSYNC,PRA,
CHM135H1,CHM,F,30,28,ONLSYNC,PRA,
CHM135H1,CHM,F,30,22,ONLSYNC,PRA,
CHM135H1,CHM,F,30,22,ONLSYNC,PRA,
CHM135H1,CHM,F,30,9,ONLSYNC,PRA,
CHM135H1,CHM,F,30,11,ONLSYNC,PRA,
CHM135H1,CHM,F,30,3,ONLSYNC,PRA,
CHM135H1,CHM,F,30,14,ONLSYNC,PRA,
CHM135H1,CHM,F,30,30,ONLSYNC,PRA,
CHM135H1,CHM,F,30,30,ONLSYNC,PRA,
CHM135H1,CHM,F,30,30,ONLSYNC,PRA,
CHM135H1,CHM,F,30,30,ONLSYNC,PRA,
CHM135H1,CHM,F,30,30,ONLSYNC,PRA,
CHM135H1,CHM,F,30,30,ONLSYNC,PRA,
CHM135H1,CHM,F,30,30,ONLSYNC,PRA,
CHM135H1,CHM,F,30,30,ONLSYNC,PRA,
CHM135H1,CHM,F,30,30,ONLSYNC,PRA,
CHM135H1,CHM,F,30,30,ONLSYNC,PRA,
CHM135H1,CHM,F,30,30,ONLSYNC,PRA,
CHM135H1,CHM,F,30,30,ONLSYNC,PRA,
CHM135H1,CHM,F,30,30,ONLSYNC,PRA,
CHM135H1,CHM,F,30,30,ONLSYNC,PRA,
CHM135H1,CHM,F,30,30,ONLSYNC,PRA,
CHM135H1,CHM,F,30,30,ONLSYNC,PRA,
CHM135H1,CHM,F,30,30,ONLSYNC,PRA,
CHM135H1,CHM,F,30,30,ONLSYNC,PRA,
CHM135H1,CHM,F,30,28,ONLSYNC,PRA,
CHM135H1,CHM,F,30,30,ONLSYNC,PRA,
CHM135H1,CHM,F,30,29,ONLSYNC,PRA,
CHM135H1,CHM,F,30,24,ONLSYNC,PRA,
CHM135H1,CHM,F,30,29,ONLSYNC,PRA,
CHM135H1,CHM,F,30,30,ONLSYNC,PRA,
CHM135H1,CHM,F,30,30,ONLSYNC,PRA,
CHM135H1,CHM,F,30,30,ONLSYNC,PRA,
CHM135H1,CHM,F,30,28,ONLSYNC,PRA,
CHM135H1,CHM,F,30,12,ONLSYNC,PRA,
CHM135H1,CHM,F,30,15,ONLSYNC,PRA,
CHM135H1,CHM,F,30,9,ONLSYNC,PRA,
CHM135H1,CHM,F,30,21,ONLSYNC,PRA,
CHM135H1,CHM,F,30,21,ONLSYNC,PRA,
CHM135H1,CHM,F,30,27,ONLSYNC,PRA,
CHM135H1,CHM,F,30,30,ONLSYNC,PRA,
CHM135H1,CHM,F,30,30,ONLSYNC,PRA,
CHM135H1,CHM,F,30,30,ONLSYNC,PRA,
CHM135H1,CHM,F,30,30,ONLSYNC,PRA,
CHM135H1,CHM,F,30,30,ONLSYNC,TUT,
CHM135H1,CHM,F,30,30,ONLSYNC,TUT,
CHM135H1,CHM,F,30,29,ONLSYNC,TUT,
CHM135H1,CHM,F,30,30,ONLSYNC,TUT,
CHM135H1,CHM,F,30,30,ONLSYNC,TUT,
CHM135H1,CHM,F,30,30,ONLSYNC,TUT,
CHM135H1,CHM,F,30,30,ONLSYNC,TUT,
CHM135H1,CHM,F,30,29,ONLSYNC,TUT,
CHM135H1,CHM,F,30,30,ONLSYNC,TUT,
CHM135H1,CHM,F,30,30,ONLSYNC,TUT,
CHM135H1,CHM,F,30,30,ONLSYNC,TUT,
CHM135H1,CHM,F,30,30,ONLSYNC,TUT,
CHM135H1,CHM,F,30,29,ONLSYNC,TUT,
CHM135H1,CHM,F,30,25,ONLSYNC,TUT,
CHM135H1,CHM,F,30,30,ONLSYNC,TUT,
CHM135H1,CHM,F,30,30,ONLSYNC,TUT,
CHM135H1,CHM,F,30,29,ONLSYNC,TUT,
CHM135H1,CHM,F,30,30,ONLSYNC,TUT,
CHM135H1,CHM,F,30,30,ONLSYNC,TUT,
CHM135H1,CHM,F,30,30,ONLSYNC,TUT,
CHM135H1,CHM,F,30,30,ONLSYNC,TUT,
CHM135H1,CHM,F,30,30,ONLSYNC,TUT,
CHM135H1,CHM,F,30,30,ONLSYNC,TUT,
CHM135H1,CHM,F,30,30,ONLSYNC,TUT,
CHM135H1,CHM,F,30,30,ONLSYNC,TUT,
CHM135H1,CHM,F,30,30,ONLSYNC,TUT,
CHM135H1,CHM,F,30,29,ONLSYNC,TUT,
CHM135H1,CHM,F,30,30,ONLSYNC,TUT,
CHM135H1,CHM,F,30,30,ONLSYNC,TUT,
CHM135H1,CHM,F,30,30,ONLSYNC,TUT,
CHM135H1,CHM,F,30,30,ONLSYNC,TUT,
CHM135H1,CHM,F,30,30,ONLSYNC,TUT,
CHM135H1,CHM,F,30,30,ONLSYNC,TUT,
CHM135H1,CHM,F,30,30,ONLSYNC,TUT,
CHM135H1,CHM,F,30,14,ONLSYNC,TUT,
CHM135H1,CHM,F,30,7,ONLSYNC,TUT,
CHM135H1,CHM,F,30,14,ONLSYNC,TUT,
CHM135H1,CHM,F,30,18,ONLSYNC,TUT,
CHM135H1,CHM,F,30,30,ONLSYNC,TUT,
CHM135H1,CHM,F,30,30,ONLSYNC,TUT,
CHM135H1,CHM,F,30,30,ONLSYNC,TUT,
CHM135H1,CHM,F,30,29,ONLSYNC,TUT,
CHM135H1,CHM,F,30,29,ONLSYNC,TUT,
CHM135H1,CHM,F,30,28,ONLSYNC,TUT,
CHM135H1,CHM,F,30,22,ONLSYNC,TUT,
CHM135H1,CHM,F,30,18,ONLSYNC,TUT,
CHM135H1,CHM,F,30,30,ONLSYNC,TUT,
CHM135H1,CHM,F,30,30,ONLSYNC,TUT,
CHM135H1,CHM,F,30,29,ONLSYNC,TUT,
CHM135H1,CHM,F,30,22,ONLSYNC,TUT,
CHM135H1,CHM,S,48,0,CLASS,LEC,1
CHM135H1,CHM,S,192,0,ONLSYNC,LEC,1
CHM135H1,CHM,S,30,0,ONLSYNC,PRA,
CHM135H1,CHM,S,30,0,ONLSYNC,PRA,
CHM135H1,CHM,S,30,0,ONLSYNC,PRA,
CHM135H1,CHM,S,30,0,ONLSYNC,PRA,
CHM135H1,CHM,S,30,0,ONLSYNC,PRA,
CHM135H1,CHM,S,30,0,ONLSYNC,PRA,
CHM135H1,CHM,S,30,0,ONLSYNC,PRA,
CHM135H1,CHM,S,30,0,ONLSYNC,PRA,
CHM135H1,CHM,S,10,0,CLASS,TUT,
CHM135H1,CHM,S,10,0,CLASS,TUT,
CHM135H1,CHM,S,10,0,CLASS,TUT,
CHM135H1,CHM,S,10,0,CLASS,TUT,
CHM135H1,CHM,S,10,0,CLASS,TUT,
CHM135H1,CHM,S,10,0,CLASS,TUT,
CHM135H1,CHM,S,10,0,CLASS,TUT,
CHM135H1,CHM,S,10,0,CLASS,TUT,
CHM135H1,CHM,S,20,0,ONLSYNC,TUT,
CHM135H1,CHM,S,20,0,ONLSYNC,TUT,
CHM135H1,CHM,S,20,0,ONLSYNC,TUT,
CHM135H1,CHM,S,20,0,ONLSYNC,TUT,
CHM135H1,CHM,S,20,0,ONLSYNC,TUT,
CHM135H1,CHM,S,20,0,ONLSYNC,TUT,
CHM135H1,CHM,S,20,0,ONLSYNC,TUT,
CHM135H1,CHM,S,20,0,ONLSYNC,TUT,
CHM136H1,CHM,S,300,300,ONLSYNC,LEC,1
CHM136H1,CHM,S,300,300,ONLSYNC,LEC,1
CHM136H1,CHM,S,300,300,ONLSYNC,LEC,1
CHM136H1,CHM,S,300,300,ONLSYNC,LEC,1
CHM136H1,CHM,S,300,300,ONLSYNC,LEC,1
CHM136H1,CHM,S,30,30,ONLSYNC,PRA,
CHM136H1,CHM,S,30,30,ONLSYNC,PRA,
CHM136H1,CHM,S,30,30,ONLSYNC,PRA,
CHM136H1,CHM,S,30,30,ONLSYNC,PRA,
CHM136H1,CHM,S,30,30,ONLSYNC,PRA,
CHM136H1,CHM,S,30,30,ONLSYNC,PRA,
CHM136H1,CHM,S,30,30,ONLSYNC,PRA,
CHM136H1,CHM,S,30,30,ONLSYNC,PRA,
CHM136H1,CHM,S,30,30,ONLSYNC,PRA,
CHM136H1,CHM,S,30,30,ONLSYNC,PRA,
CHM136H1,CHM,S,30,30,ONLSYNC,PRA,
CHM136H1,CHM,S,30,30,ONLSYNC,PRA,
CHM136H1,CHM,S,30,30,ONLSYNC,PRA,
CHM136H1,CHM,S,30,29,ONLSYNC,PRA,
CHM136H1,CHM,S,30,30,ONLSYNC,PRA,
CHM136H1,CHM,S,30,30,ONLSYNC,PRA,
CHM136H1,CHM,S,30,30,ONLSYNC,PRA,
CHM136H1,CHM,S,30,29,ONLSYNC,PRA,
CHM136H1,CHM,S,30,30,ONLSYNC,PRA,
CHM136H1,CHM,S,30,30,ONLSYNC,PRA,
CHM136H1,CHM,S,30,29,ONLSYNC,PRA,
CHM136H1,CHM,S,30,20,ONLSYNC,PRA,
CHM136H1,CHM,S,30,9,ONLSYNC,PRA,
CHM136H1,CHM,S,30,18,ONLSYNC,PRA,
CHM136H1,CHM,S,30,30,ONLSYNC,PRA,
CHM136H1,CHM,S,30,30,ONLSYNC,PRA,
CHM136H1,CHM,S,30,30,ONLSYNC,PRA,
CHM136H1,CHM,S,30,30,ONLSYNC,PRA,
CHM136H1,CHM,S,30,30,ONLSYNC,PRA,
CHM136H1,CHM,S,30,30,ONLSYNC,PRA,
CHM136H1,CHM,S,30,30,ONLSYNC,PRA,
CHM136H1,CHM,S,30,30,ONLSYNC,PRA,
CHM136H1,CHM,S,30,30,ONLSYNC,PRA,
CHM136H1,CHM,S,30,30,ONLSYNC,PRA,
CHM136H1,CHM,S,30,26,ONLSYNC,PRA,
CHM136H1,CHM,S,30,29,ONLSYNC,PRA,
CHM136H1,CHM,S,30,30,ONLSYNC,PRA,
CHM136H1,CHM,S,30,28,ONLSYNC,PRA,
CHM136H1,CHM,S,30,30,ONLSYNC,PRA,
CHM136H1,CHM,S,30,20,ONLSYNC,PRA,
CHM136H1,CHM,S,30,16,ONLSYNC,PRA,
CHM136H1,CHM,S,30,5,ONLSYNC,PRA,
CHM136H1,CHM,S,30,10,ONLSYNC,PRA,
CHM136H1,CHM,S,30,17,ONLSYNC,PRA,
CHM136H1,CHM,S,30,13,ONLSYNC,PRA,
CHM136H1,CHM,S,30,26,ONLSYNC,PRA,
CHM136H1,CHM,S,30,30,ONLSYNC,PRA,
CHM136H1,CHM,S,30,18,ONLSYNC,PRA,
CHM136H1,CHM,S,30,22,ONLSYNC,PRA,
CHM136H1,CHM,S,30,11,ONLSYNC,PRA,
CHM136H1,CHM,S,30,30,ONLSYNC,TUT,
CHM136H1,CHM,S,30,30,ONLSYNC,TUT,
CHM136H1,CHM,S,30,30,ONLSYNC,TUT,
CHM136H1,CHM,S,30,30,ONLSYNC,TUT,
CHM136H1,CHM,S,30,30,ONLSYNC,TUT,
CHM136H1,CHM,S,30,30,ONLSYNC,TUT,
CHM136H1,CHM,S,30,30,ONLSYNC,TUT,
CHM136H1,CHM,S,30,30,ONLSYNC,TUT,
CHM136H1,CHM,S,30,30,ONLSYNC,TUT,
CHM136H1,CHM,S,30,30,ONLSYNC,TUT,
CHM136H1,CHM,S,30,30,ONLSYNC,TUT,
CHM136H1,CHM,S,30,30,ONLSYNC,TUT,
CHM136H1,CHM,S,30,30,ONLSYNC,TUT,
CHM136H1,CHM,S,30,30,ONLSYNC,TUT,
CHM136H1,CHM,S,30,30,ONLSYNC,TUT,
CHM136H1,CHM,S,30,30,ONLSYNC,TUT,
CHM136H1,CHM,S,30,29,ONLSYNC,TUT,
CHM136H1,CHM,S,30,30,ONLSYNC,TUT,
CHM136H1,CHM,S,30,15,ONLSYNC,TUT,
CHM136H1,CHM,S,30,20,ONLSYNC,TUT,
CHM136H1,CHM,S,30,19,ONLSYNC,TUT,
CHM136H1,CHM,S,30,30,ONLSYNC,TUT,
CHM136H1,CHM,S,30,30,ONLSYNC,TUT,
CHM136H1,CHM,S,30,27,ONLSYNC,TUT,
CHM136H1,CHM,S,30,16,ONLSYNC,TUT,
CHM136H1,CHM,S,30,12,ONLSYNC,TUT,
CHM136H1,CHM,S,30,14,ONLSYNC,TUT,
CHM136H1,CHM,S,30,12,ONLSYNC,TUT,
CHM136H1,CHM,S,30,30,ONLSYNC,TUT,
CHM136H1,CHM,S,30,30,ONLSYNC,TUT,
CHM136H1,CHM,S,30,30,ONLSYNC,TUT,
CHM136H1,CHM,S,30,30,ONLSYNC,TUT,
CHM136H1,CHM,S,30,30,ONLSYNC,TUT,
CHM136H1,CHM,S,30,29,ONLSYNC,TUT,
CHM136H1,CHM,S,30,30,ONLSYNC,TUT,
CHM136H1,CHM,S,30,29,ONLSYNC,TUT,
CHM136H1,CHM,S,30,30,ONLSYNC,TUT,
CHM136H1,CHM,S,30,30,ONLSYNC,TUT,
CHM136H1,CHM,S,30,30,ONLSYNC,TUT,
CHM136H1,CHM,S,30,30,ONLSYNC,TUT,
CHM136H1,CHM,S,30,30,ONLSYNC,TUT,
CHM136H1,CHM,S,30,30,ONLSYNC,TUT,
CHM136H1,CHM,S,30,30,ONLSYNC,TUT,
CHM136H1,CHM,S,30,30,ONLSYNC,TUT,
CHM136H1,CHM,S,30,30,ONLSYNC,TUT,
CHM136H1,CHM,S,30,30,ONLSYNC,TUT,
CHM136H1,CHM,S,30,30,ONLSYNC,TUT,
CHM136H1,CHM,S,30,30,ONLSYNC,TUT,
CHM136H1,CHM,S,30,30,ONLSYNC,TUT,
CHM136H1,CHM,S,30,30,ONLSYNC,TUT,
CHM151Y1,CHM,Y,144,70,ONLSYNC,LEC,1
CHM151Y1,CHM,Y,72,14,ONLSYNC,PRA,
CHM151Y1,CHM,Y,72,15,ONLSYNC,PRA,
CHM151Y1,CHM,Y,24,6,CLASS,PRA,
CHM151Y1,CHM,Y,24,1,CLASS,PRA,
CHM151Y1,CHM,Y,24,4,CLASS,PRA,
CHM151Y1,CHM,Y,24,5,CLASS,PRA,
CHM151Y1,CHM,Y,24,7,CLASS,PRA,
CHM151Y1,CHM,Y,24,6,CLASS,PRA,
CHM151Y1,CHM,Y,23,21,CLASS,TUT,
CHM151Y1,CHM,Y,33,3,CLASS,TUT,
CHM151Y1,CHM,Y,48,4,CLASS,TUT,
CHM151Y1,CHM,Y,25,25,ONLSYNC,TUT,
CHM151Y1,CHM,Y,15,9,ONLSYNC,TUT,
CHM151Y1,CHM,Y,0,0,ONLSYNC,TUT,
CHM194H1,CHM,S,7,7,CLASS,LEC,1
CHM194H1,CHM,S,23,14,ONLSYNC,LEC,1
CHM198H1,CHM,S,9,9,CLASS,LEC,1
CHM198H1,CHM,S,21,1,ONLSYNC,LEC,1
CHM199H1,CHM,S,10,2,CLASS,LEC,1
CHM199H1,CHM,S,20,2,ONLSYNC,LEC,1
CHM209H1,CHM,S,23,23,CLASS,LEC,
CHM209H1,CHM,S,75,75,ONLSYNC,LEC,
CHM210H1,CHM,F,18,18,CLASS,LEC,*
CHM210H1,CHM,F,72,55,ONLSYNC,LEC,*
CHM210H1,CHM,F,7,7,CLASS,TUT,
